date,new_state,trigger,spy,vix,hy_oas
2023-03-30,NORMAL,primary_to_NORMAL,403.7,19.02,2.11
2023-04-25,ELEVATED,primary_to_ELEVATED,406.08,18.76,2.09
2023-05-22,NORMAL,primary_to_NORMAL,418.79,17.21,2.19
2023-07-13,ELEVATED,primary_to_ELEVATED,449.56,13.61,1.91
2023-07-20,NORMAL,primary_to_NORMAL,452.18,13.99,1.85
2023-08-04,ELEVATED,primary_to_ELEVATED,446.81,17.1,1.9
2023-08-14,NORMAL,primary_to_NORMAL,448.11,14.82,1.84
2023-09-28,ELEVATED,primary_to_ELEVATED,428.52,17.34,1.8
2023-11-08,NORMAL,primary_to_NORMAL,437.25,14.45,1.84
2023-12-22,ELEVATED,primary_to_ELEVATED,473.65,13.03,1.65
2024-01-10,NORMAL,primary_to_NORMAL,476.56,12.69,1.59
2024-03-01,ELEVATED,primary_to_ELEVATED,512.85,13.11,1.57
2024-03-14,NORMAL,primary_to_NORMAL,514.95,14.4,1.53
2024-04-15,ELEVATED,primary_to_ELEVATED,504.45,19.23,1.46
2024-08-02,STRESS,primary_to_STRESS,532.9,23.39,1.8
2024-08-08,ELEVATED,primary_to_ELEVATED,530.65,23.79,1.78
2024-08-14,NORMAL,primary_to_NORMAL,543.75,16.19,1.74
2024-09-03,ELEVATED,primary_to_ELEVATED,552.08,20.72,1.73
2024-09-17,NORMAL,primary_to_NORMAL,563.07,17.61,1.68
2024-10-01,ELEVATED,primary_to_ELEVATED,568.62,19.26,1.65
2024-10-04,NORMAL,primary_to_NORMAL,572.98,19.21,1.57
2024-10-25,ELEVATED,primary_to_ELEVATED,579.04,20.33,1.51
2024-11-08,NORMAL,primary_to_NORMAL,598.19,14.94,1.38
2024-12-13,EASY,primary_to_EASY,604.21,13.81,1.42
2024-12-18,ELEVATED,primary_to_ELEVATED,586.28,27.62,1.37
2025-03-03,STRESS,primary_to_STRESS,583.77,22.78,1.61
2025-03-13,ELEVATED,primary_to_ELEVATED,551.42,24.66,1.7
2025-03-20,NORMAL,primary_to_NORMAL,565.49,19.8,1.64
2025-03-28,ELEVATED,primary_to_ELEVATED,555.66,21.65,1.73
2025-04-03,STRESS,primary_to_STRESS,536.7,30.02,1.89
2025-04-25,ELEVATED,primary_to_ELEVATED,550.64,24.84,1.84
2025-05-12,NORMAL,primary_to_NORMAL,582.99,18.39,1.82
2025-05-21,ELEVATED,primary_to_ELEVATED,582.86,20.87,1.85
2025-06-06,NORMAL,primary_to_NORMAL,599.14,16.77,1.73
2025-06-13,ELEVATED,primary_to_ELEVATED,597.0,20.82,1.75
2025-07-01,NORMAL,primary_to_NORMAL,617.65,16.83,1.72
2025-08-01,ELEVATED,primary_to_ELEVATED,621.72,20.38,1.75
2025-08-15,NORMAL,primary_to_NORMAL,643.44,15.09,1.69
2025-08-29,ELEVATED,primary_to_ELEVATED,645.05,15.36,1.8
2025-09-09,NORMAL,primary_to_NORMAL,650.33,15.04,1.75
2025-10-10,ELEVATED,primary_to_ELEVATED,653.02,21.66,1.72
2025-10-23,NORMAL,primary_to_NORMAL,671.76,17.3,1.66
2025-11-03,ELEVATED,primary_to_ELEVATED,683.34,17.17,1.71
2025-12-08,NORMAL,primary_to_NORMAL,683.63,16.66,1.73
2026-01-20,ELEVATED,primary_to_ELEVATED,677.58,20.09,1.65
2026-03-12,STRESS,primary_to_STRESS,666.06,27.29,1.84
2026-03-17,ELEVATED,primary_to_ELEVATED,670.79,22.37,1.85
2026-04-14,NORMAL,primary_to_NORMAL,694.46,18.36,1.7
